,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
41066,29,technician,single,university.degree,no,no,no,telephone,nov,mon,360,1,3,2,success,-1.1,94.767,-50.8,1.05,4963.6,yes,360,5.88610403145016,3,1.09861228866811
36944,55,management,married,university.degree,no,no,yes,cellular,jul,wed,260,2,3,1,success,-2.9,92.469,-33.6,1.085,5076.2,yes,260,5.56068163101553,3,1.09861228866811
24120,35,technician,single,professional.course,no,yes,no,telephone,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42,4.223,5195.8,yes,160,5.07517381523383,999,6.90675477864855
17075,27,services,single,high.school,no,no,yes,cellular,jul,fri,616,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,616,6.42324696353352,999,6.90675477864855
36301,45,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,232,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,232,5.44673737166631,999,6.90675477864855
3741,46,admin.,divorced,university.degree,no,no,no,telephone,may,fri,897,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes,897,6.7990558620588,999,6.90675477864855
34471,33,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,1075,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,1075,6.98007594056176,999,6.90675477864855
38191,69,retired,divorced,professional.course,no,no,no,cellular,oct,tue,144,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,yes,144,4.969813299576,999,6.90675477864855
11450,45,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,1210,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,1210,7.09837563859079,999,6.90675477864855
41048,62,admin.,married,high.school,no,no,no,cellular,oct,tue,238,4,18,2,failure,-1.1,94.601,-49.5,1.037,4963.6,yes,238,5.47227067367148,18,2.89037175789616
19513,41,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,566,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,566,6.33859407820318,999,6.90675477864855
39624,44,admin.,single,university.degree,no,yes,no,cellular,may,fri,211,4,3,1,success,-1.8,93.876,-40,0.682,5008.7,yes,211,5.35185813347607,3,1.09861228866811
40586,39,management,married,university.degree,no,yes,no,cellular,sep,thu,291,3,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes,291,5.67332326717149,999,6.90675477864855
35425,41,admin.,single,high.school,no,no,no,cellular,may,mon,722,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,722,6.58202513889283,999,6.90675477864855
39464,68,retired,married,university.degree,no,yes,no,cellular,apr,fri,330,3,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes,330,5.79909265446053,999,6.90675477864855
30502,30,unemployed,married,high.school,no,yes,no,cellular,may,mon,214,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes,214,5.36597601502185,3,1.09861228866811
29453,59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,860,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,860,6.75693238924755,999,6.90675477864855
37018,25,student,single,unknown,unknown,yes,no,cellular,jul,tue,371,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes,371,5.91620206260743,999,6.90675477864855
18571,28,services,married,high.school,no,no,no,cellular,jul,thu,612,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,612,6.41673228251233,999,6.90675477864855
39710,31,services,single,basic.9y,no,yes,no,cellular,may,fri,214,4,999,0,nonexistent,-1.8,93.876,-40,0.695,5008.7,yes,214,5.36597601502185,999,6.90675477864855
30275,28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,315,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes,315,5.75257263882563,2,0.693147180559945
10185,25,admin.,single,high.school,no,yes,no,telephone,jun,thu,1243,7,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1243,7.12528309151071,999,6.90675477864855
30006,19,student,single,unknown,no,yes,yes,cellular,apr,tue,278,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,278,5.62762111369064,999,6.90675477864855
15095,50,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1275,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes,1275,7.15070145759253,999,6.90675477864855
38110,37,technician,married,university.degree,no,yes,no,telephone,sep,tue,773,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,yes,773,6.65027904858742,3,1.09861228866811
38694,25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,165,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes,165,5.10594547390058,3,1.09861228866811
39343,80,retired,married,basic.4y,no,yes,no,cellular,mar,thu,156,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,156,5.04985600724954,999,6.90675477864855
40710,57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes,473,6.15909538849193,3,1.09861228866811
38698,81,unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,161,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,yes,161,5.08140436498446,999,6.90675477864855
24052,33,technician,married,professional.course,no,yes,no,telephone,oct,wed,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,yes,171,5.14166355650266,999,6.90675477864855
39210,49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,172,1,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,172,5.14749447681345,6,1.79175946922805
25909,35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,631,6.44730586254121,999,6.90675477864855
30120,47,services,married,high.school,no,yes,no,cellular,apr,wed,636,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,yes,636,6.45519856334012,999,6.90675477864855
28379,32,self-employed,single,university.degree,no,no,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes,394,5.97635090929793,999,6.90675477864855
28541,70,retired,married,basic.4y,no,no,no,cellular,apr,wed,167,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,yes,167,5.11799381241676,999,6.90675477864855
9842,30,self-employed,single,university.degree,no,no,no,telephone,jun,wed,587,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,587,6.3750248198281,999,6.90675477864855
39877,29,admin.,married,high.school,no,yes,no,cellular,jun,wed,292,1,999,1,failure,-1.7,94.055,-39.8,0.727,4991.6,yes,292,5.67675380226828,999,6.90675477864855
18990,52,management,married,university.degree,no,no,no,cellular,aug,mon,1488,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes,1488,7.30518821539304,999,6.90675477864855
30121,33,admin.,single,high.school,no,yes,no,cellular,apr,wed,961,2,999,1,failure,-1.8,93.075,-47.1,1.372,5099.1,yes,961,6.86797440897029,999,6.90675477864855
28580,29,technician,single,university.degree,no,yes,no,cellular,apr,wed,389,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,389,5.96357934361845,999,6.90675477864855
38574,54,retired,married,basic.4y,no,no,no,cellular,oct,thu,377,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,377,5.93224518744801,999,6.90675477864855
34002,35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,622,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,622,6.43294009273918,999,6.90675477864855
35073,33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,730,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,730,6.59304453414244,999,6.90675477864855
31830,34,services,single,high.school,no,no,no,cellular,may,thu,957,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,957,6.86380339145295,999,6.90675477864855
40780,38,blue-collar,single,high.school,no,yes,no,cellular,sep,wed,263,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes,263,5.57215403217776,6,1.79175946922805
27221,29,technician,single,professional.course,no,no,no,cellular,nov,fri,1480,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,1480,7.29979736675816,999,6.90675477864855
39747,37,student,divorced,university.degree,no,yes,no,cellular,may,thu,489,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,yes,489,6.19236248947487,999,6.90675477864855
38495,33,services,single,high.school,no,no,no,cellular,oct,tue,137,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes,137,4.91998092582813,999,6.90675477864855
20525,32,technician,single,professional.course,no,yes,no,cellular,aug,tue,473,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,473,6.15909538849193,999,6.90675477864855
35441,57,services,married,high.school,no,yes,yes,cellular,may,mon,473,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,473,6.15909538849193,999,6.90675477864855
27055,48,management,married,university.degree,no,no,yes,cellular,nov,fri,591,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes,591,6.3818160174061,999,6.90675477864855
38706,38,admin.,married,university.degree,no,no,no,cellular,nov,tue,182,2,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,182,5.2040066870768,7,1.94591014905531
38532,32,admin.,single,university.degree,no,no,no,cellular,oct,wed,371,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,yes,371,5.91620206260743,999,6.90675477864855
40946,54,admin.,married,high.school,no,no,no,cellular,oct,wed,252,2,6,2,success,-1.1,94.601,-49.5,0.985,4963.6,yes,252,5.52942908751142,6,1.79175946922805
28629,63,retired,married,unknown,no,yes,no,cellular,apr,thu,144,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,144,4.969813299576,999,6.90675477864855
38883,40,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes,984,6.89162589705225,999,6.90675477864855
40814,58,admin.,married,university.degree,no,no,no,cellular,sep,thu,272,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes,272,5.605802066296,6,1.79175946922805
36153,33,admin.,single,university.degree,no,yes,no,cellular,may,wed,200,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,200,5.29831736654804,999,6.90675477864855
14806,34,admin.,married,university.degree,no,yes,no,cellular,jul,wed,686,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,686,6.53087762772588,999,6.90675477864855
39010,31,self-employed,single,university.degree,no,no,no,cellular,dec,wed,854,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes,854,6.74993119378857,999,6.90675477864855
35664,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,442,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,442,6.0913098820777,999,6.90675477864855
40414,59,retired,married,professional.course,no,yes,no,cellular,aug,fri,303,2,3,2,success,-1.7,94.027,-38.3,0.905,4991.6,yes,303,5.71373280550937,3,1.09861228866811
40613,51,technician,married,professional.course,no,yes,no,cellular,sep,mon,841,2,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,yes,841,6.73459165997295,999,6.90675477864855
10636,51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,781,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,781,6.66057514983969,999,6.90675477864855
15379,29,management,single,basic.9y,no,no,yes,cellular,jul,fri,968,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,968,6.87523208727658,999,6.90675477864855
39475,74,retired,married,basic.4y,no,no,no,telephone,apr,mon,1143,5,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,yes,1143,7.04141166379481,999,6.90675477864855
37804,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,531,3,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,yes,531,6.27476202124194,6,1.79175946922805
28168,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,mon,1353,2,5,1,success,-1.8,93.075,-47.1,1.466,5099.1,yes,1353,7.21007962817079,5,1.6094379124341
41045,62,admin.,married,high.school,no,no,no,cellular,oct,tue,318,1,4,3,success,-1.1,94.601,-49.5,1.037,4963.6,yes,318,5.76205138278018,4,1.38629436111989
37415,32,technician,single,professional.course,no,no,no,cellular,aug,wed,313,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,yes,313,5.74620319054015,999,6.90675477864855
30042,60,technician,married,professional.course,no,no,no,cellular,apr,wed,107,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,107,4.67282883446191,999,6.90675477864855
38447,64,admin.,married,high.school,no,yes,no,cellular,oct,fri,130,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,yes,130,4.86753445045558,999,6.90675477864855
38645,56,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,566,1,7,2,failure,-3.4,92.649,-30.1,0.72,5017.5,yes,566,6.33859407820318,7,1.94591014905531
36387,32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,82,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,82,4.40671924726425,999,6.90675477864855
38597,69,retired,married,basic.4y,no,yes,yes,cellular,oct,fri,257,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes,257,5.54907608489522,999,6.90675477864855
37831,46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,445,3,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,yes,445,6.09807428216624,999,6.90675477864855
38352,62,retired,married,university.degree,unknown,no,no,cellular,oct,fri,717,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes,717,6.57507584059962,999,6.90675477864855
38522,63,retired,married,high.school,no,yes,no,cellular,oct,wed,96,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,yes,96,4.56434819146784,999,6.90675477864855
15664,27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,1105,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,1105,7.00760061395185,999,6.90675477864855
37824,28,student,single,unknown,no,no,no,cellular,aug,thu,700,4,999,1,failure,-2.9,92.201,-31.4,0.829,5076.2,yes,700,6.5510803350434,999,6.90675477864855
40316,37,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1005,5,4,2,success,-1.7,94.215,-40.3,0.896,4991.6,yes,1005,6.91274282049318,4,1.38629436111989
27984,49,admin.,married,basic.6y,no,yes,no,cellular,apr,wed,805,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,yes,805,6.69084227741856,999,6.90675477864855
15395,33,admin.,single,high.school,no,yes,no,cellular,jul,fri,516,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,516,6.24610676548156,999,6.90675477864855
10866,35,technician,married,professional.course,no,no,no,telephone,jun,wed,1528,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes,1528,7.33171496972647,999,6.90675477864855
37479,32,blue-collar,single,basic.9y,no,yes,no,cellular,aug,thu,282,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes,282,5.64190707093811,999,6.90675477864855
1257,43,technician,single,university.degree,no,yes,no,telephone,may,thu,1120,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,1120,7.02108396428914,999,6.90675477864855
40159,30,admin.,single,university.degree,no,no,no,cellular,jul,thu,252,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes,252,5.52942908751142,6,1.79175946922805
13987,32,technician,married,unknown,no,yes,yes,cellular,jul,fri,1973,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,1973,7.58731050602262,999,6.90675477864855
5057,58,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,628,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes,628,6.4425401664682,999,6.90675477864855
27734,24,services,single,unknown,no,yes,no,cellular,mar,tue,305,13,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes,305,5.72031177660741,999,6.90675477864855
31181,39,technician,divorced,professional.course,no,yes,no,cellular,may,wed,597,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes,597,6.3919171133926,999,6.90675477864855
20259,30,technician,single,university.degree,no,yes,no,cellular,aug,mon,720,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,720,6.5792512120101,999,6.90675477864855
24025,30,technician,single,university.degree,no,no,no,telephone,oct,wed,676,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes,676,6.51619307604296,999,6.90675477864855
31775,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,481,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,481,6.17586727010576,999,6.90675477864855
18395,42,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,1088,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,1088,6.99209642741589,999,6.90675477864855
9339,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1085,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes,1085,6.98933526597456,999,6.90675477864855
37953,76,management,married,unknown,no,no,no,cellular,sep,fri,879,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,yes,879,6.77878489768518,999,6.90675477864855
38078,24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,89,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,yes,89,4.48863636973214,3,1.09861228866811
38278,26,student,single,basic.9y,no,yes,no,telephone,oct,tue,1003,3,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes,1003,6.91075078796194,999,6.90675477864855
38629,45,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,162,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,yes,162,5.08759633523238,999,6.90675477864855
41187,44,technician,married,professional.course,no,no,no,cellular,nov,fri,442,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,yes,442,6.0913098820777,999,6.90675477864855
38212,60,admin.,married,unknown,no,yes,no,cellular,oct,wed,290,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes,290,5.66988092298052,999,6.90675477864855
9902,43,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,935,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,935,6.84054652928869,999,6.90675477864855
22553,29,admin.,married,university.degree,no,no,no,cellular,aug,fri,604,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,604,6.40357419793482,999,6.90675477864855
8622,36,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,920,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,920,6.82437367004309,999,6.90675477864855
17721,36,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,874,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,874,6.77308037565554,999,6.90675477864855
38598,18,student,single,basic.6y,no,no,yes,cellular,oct,fri,368,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes,368,5.90808293816893,999,6.90675477864855
11173,41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,512,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,512,6.23832462503951,999,6.90675477864855
38490,32,technician,single,university.degree,no,no,no,cellular,oct,tue,96,1,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,yes,96,4.56434819146784,999,6.90675477864855
26776,54,housemaid,divorced,university.degree,no,yes,yes,cellular,nov,thu,653,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,653,6.48157712927643,999,6.90675477864855
40424,41,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,366,2,6,3,success,-1.7,94.027,-38.3,0.905,4991.6,yes,366,5.90263333340137,6,1.79175946922805
13187,42,technician,married,high.school,no,yes,no,cellular,jul,wed,761,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,761,6.63463335786169,999,6.90675477864855
38757,33,admin.,married,university.degree,no,yes,no,telephone,nov,wed,241,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,241,5.48479693349065,3,1.09861228866811
38548,33,admin.,single,university.degree,no,no,no,cellular,oct,thu,410,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes,410,6.01615715969835,999,6.90675477864855
27819,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,101,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,yes,101,4.61512051684126,999,6.90675477864855
37069,32,admin.,single,university.degree,no,yes,no,cellular,jul,wed,210,5,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes,210,5.34710753071747,999,6.90675477864855
26634,37,admin.,single,high.school,no,yes,no,cellular,nov,thu,1035,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,1035,6.94215670569947,999,6.90675477864855
35211,24,blue-collar,single,high.school,no,yes,no,cellular,may,fri,858,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,858,6.75460409948796,999,6.90675477864855
20630,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,823,6.71295620067707,999,6.90675477864855
36660,30,admin.,single,university.degree,no,no,no,cellular,jun,fri,275,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,275,5.61677109766657,999,6.90675477864855
12456,32,services,single,high.school,no,no,no,cellular,jul,mon,722,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,722,6.58202513889283,999,6.90675477864855
22158,34,admin.,married,high.school,no,yes,no,cellular,aug,thu,1503,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,1503,7.31521838975297,999,6.90675477864855
31408,51,entrepreneur,single,basic.9y,no,yes,no,cellular,may,wed,396,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes,396,5.98141421125448,999,6.90675477864855
30180,40,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,328,5.79301360838414,999,6.90675477864855
24054,30,admin.,married,university.degree,no,no,no,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,yes,313,5.74620319054015,999,6.90675477864855
24028,43,self-employed,married,high.school,no,yes,no,telephone,oct,wed,181,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes,181,5.19849703126583,999,6.90675477864855
39219,34,admin.,single,high.school,no,no,no,cellular,mar,tue,469,1,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,469,6.15060276844628,6,1.79175946922805
36270,45,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,177,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,177,5.17614973257383,999,6.90675477864855
30491,57,admin.,single,university.degree,no,no,yes,cellular,may,mon,532,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,532,6.27664348934164,999,6.90675477864855
37010,37,admin.,married,university.degree,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes,227,5.4249500174814,999,6.90675477864855
3265,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,500,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes,500,6.21460809842219,999,6.90675477864855
29181,38,unemployed,divorced,high.school,no,yes,yes,cellular,apr,fri,715,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,715,6.57228254269401,999,6.90675477864855
28023,30,admin.,married,university.degree,no,no,no,cellular,apr,thu,313,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,313,5.74620319054015,999,6.90675477864855
36009,58,management,married,university.degree,no,yes,no,cellular,may,tue,640,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,640,6.46146817635372,999,6.90675477864855
29535,26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,785,6.66568371778241,999,6.90675477864855
12462,50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,629,6.44413125670044,999,6.90675477864855
39273,33,admin.,single,university.degree,no,no,no,cellular,mar,mon,427,1,6,2,success,-1.8,93.369,-34.8,0.646,5008.7,yes,427,6.05678401322862,6,1.79175946922805
38896,43,admin.,married,university.degree,no,yes,no,telephone,nov,tue,135,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,135,4.90527477843843,999,6.90675477864855
21113,30,technician,single,high.school,no,no,no,cellular,aug,mon,638,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,638,6.45833828334479,999,6.90675477864855
40649,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,201,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,yes,201,5.30330490805908,999,6.90675477864855
38752,72,retired,divorced,basic.6y,no,yes,no,cellular,nov,wed,244,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,244,5.4971682252932,999,6.90675477864855
11718,38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,693,6.5410299991899,999,6.90675477864855
31998,41,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,1135,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes,1135,7.0343879299155,999,6.90675477864855
36871,57,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes,162,5.08759633523238,999,6.90675477864855
40982,68,retired,divorced,high.school,no,yes,no,cellular,oct,mon,222,1,999,0,nonexistent,-1.1,94.601,-49.5,1,4963.6,yes,222,5.40267738187228,999,6.90675477864855
38458,22,student,single,basic.9y,no,no,no,cellular,oct,fri,221,2,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,yes,221,5.39816270151775,6,1.79175946922805
9651,36,technician,married,high.school,no,no,no,telephone,jun,mon,940,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,940,6.84587987526405,999,6.90675477864855
22433,46,services,married,unknown,no,no,no,cellular,aug,fri,739,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,739,6.6052979209482,999,6.90675477864855
36598,25,services,single,high.school,no,yes,no,cellular,jun,thu,217,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,217,5.37989735354046,999,6.90675477864855
12265,34,admin.,divorced,university.degree,no,no,no,telephone,jul,thu,676,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,yes,676,6.51619307604296,999,6.90675477864855
39893,78,retired,divorced,unknown,no,no,no,cellular,jun,thu,544,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,yes,544,6.29894924685594,999,6.90675477864855
40977,56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,464,1,3,2,success,-1.1,94.601,-49.5,1,4963.6,yes,464,6.13988455222626,3,1.09861228866811
