"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"371",37,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",77,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"35304",49,"self-employed","married","high.school","no","no","no","cellular","may","fri",309,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"3824",31,"technician","married","university.degree","no","no","no","telephone","may","fri",1106,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"26144",33,"entrepreneur","married","university.degree","no","yes","yes","cellular","nov","wed",380,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"22911",57,"admin.","married","unknown","no","yes","no","cellular","aug","mon",101,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"5470",38,"technician","married","professional.course","no","yes","yes","telephone","may","fri",456,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"248",36,"technician","single","high.school","no","yes","no","telephone","may","mon",142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1070",56,"retired","married","basic.4y","no","no","no","telephone","may","wed",134,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"36144",68,"retired","married","university.degree","no","yes","yes","cellular","may","wed",145,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
"531",36,"admin.","married","high.school","no","no","no","telephone","may","tue",342,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1307",37,"blue-collar","married","unknown","unknown","yes","no","telephone","may","thu",266,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"32061",41,"technician","married","university.degree","no","yes","yes","cellular","may","fri",170,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"5115",31,"admin.","single","university.degree","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1901",32,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",280,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"33093",37,"admin.","married","high.school","no","yes","no","cellular","may","tue",188,4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"33396",42,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","tue",83,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"5891",53,"housemaid","married","basic.4y","unknown","no","no","telephone","may","mon",245,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"16045",46,"housemaid","divorced","basic.4y","unknown","yes","no","cellular","jul","tue",161,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"12504",33,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",199,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1000",30,"services","married","unknown","no","no","no","telephone","may","wed",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"19397",37,"management","married","university.degree","no","yes","no","cellular","aug","wed",54,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"16326",23,"management","single","university.degree","no","yes","no","cellular","jul","tue",314,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"5733",30,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","mon",225,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"8550",34,"admin.","single","university.degree","no","no","no","telephone","jun","wed",98,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"9925",42,"admin.","divorced","high.school","no","yes","yes","telephone","jun","wed",247,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"27488",41,"management","divorced","university.degree","no","no","no","cellular","nov","fri",57,8,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"36792",40,"unemployed","married","basic.9y","no","no","no","cellular","jun","mon",143,3,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
"8883",40,"services","divorced","high.school","no","no","no","telephone","jun","thu",265,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"8079",29,"entrepreneur","married","professional.course","no","yes","no","telephone","jun","mon",930,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"4067",51,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","may","mon",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"24211",45,"self-employed","divorced","university.degree","no","no","no","cellular","nov","mon",89,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"29993",29,"technician","single","university.degree","no","no","no","cellular","apr","tue",95,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"24388",33,"technician","single","university.degree","no","no","no","cellular","nov","mon",69,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"23883",34,"admin.","married","high.school","unknown","yes","no","cellular","aug","fri",96,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"17228",32,"admin.","single","high.school","no","yes","no","cellular","jul","fri",147,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"26102",56,"management","married","university.degree","no","yes","no","cellular","nov","wed",130,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"5985",40,"services","single","high.school","no","yes","no","telephone","may","tue",179,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"35340",22,"services","single","high.school","no","no","no","cellular","may","fri",51,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"20808",51,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","wed",202,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"33889",29,"admin.","single","university.degree","no","yes","no","cellular","may","wed",152,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"11936",32,"admin.","single","university.degree","no","yes","no","telephone","jun","mon",85,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"31114",37,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","wed",438,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"1802",51,"technician","married","professional.course","no","no","no","telephone","may","fri",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"14900",31,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",101,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"13613",32,"technician","single","university.degree","no","yes","no","cellular","jul","thu",184,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"26532",39,"management","married","university.degree","no","no","no","cellular","nov","thu",73,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"5292",35,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","fri",418,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"27415",56,"blue-collar","divorced","high.school","no","no","no","telephone","nov","fri",68,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"15710",36,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",853,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"36950",45,"admin.","married","university.degree","no","no","no","cellular","jul","thu",74,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"no"
"5610",32,"services","married","basic.9y","no","yes","no","telephone","may","mon",262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"34015",26,"admin.","single","high.school","no","yes","no","cellular","may","wed",38,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"13001",28,"services","married","high.school","no","no","no","cellular","jul","tue",262,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5064",26,"services","single","basic.9y","no","no","yes","telephone","may","fri",83,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"16660",28,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",510,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"24962",38,"technician","married","professional.course","no","yes","no","telephone","nov","tue",205,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"31388",36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",181,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"33954",39,"technician","single","professional.course","no","no","no","cellular","may","wed",143,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"2077",29,"technician","single","university.degree","no","no","no","telephone","may","mon",1147,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"34705",51,"technician","married","professional.course","no","unknown","unknown","cellular","may","thu",1462,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"15513",20,"student","single","university.degree","no","yes","no","cellular","jul","fri",1503,11,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"36670",50,"entrepreneur","married","basic.9y","no","no","no","telephone","jun","fri",227,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
"8319",35,"technician","married","unknown","unknown","yes","no","telephone","jun","tue",320,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"22573",48,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",651,9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"9540",25,"services","married","high.school","no","yes","no","telephone","jun","mon",174,9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"10437",54,"technician","married","university.degree","unknown","no","no","telephone","jun","mon",71,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"28569",44,"technician","married","professional.course","no","yes","no","cellular","apr","wed",56,1,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
"8257",29,"admin.","single","basic.9y","unknown","no","yes","telephone","jun","tue",569,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"29080",35,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri",98,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"22288",38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",177,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"22615",33,"admin.","married","university.degree","no","yes","yes","telephone","aug","fri",28,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"7071",44,"services","divorced","high.school","no","no","no","telephone","may","thu",71,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"17890",47,"admin.","divorced","university.degree","no","no","no","cellular","jul","tue",33,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"27235",58,"admin.","married","university.degree","no","no","no","cellular","nov","fri",70,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"11442",48,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",470,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"3838",36,"technician","married","basic.9y","no","no","no","telephone","may","fri",476,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"6659",31,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",159,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"39888",24,"student","single","high.school","no","yes","yes","cellular","jun","thu",344,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.729,4991.6,"no"
"11672",26,"admin.","single","basic.9y","no","no","no","telephone","jun","fri",11,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"18119",50,"services","single","high.school","no","no","no","cellular","jul","wed",129,9,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"7459",30,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",176,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"9136",36,"management","married","university.degree","no","no","yes","telephone","jun","fri",49,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"29166",58,"unemployed","married","basic.9y","unknown","no","no","cellular","apr","fri",834,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"22012",31,"technician","married","university.degree","unknown","no","no","cellular","aug","wed",132,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"38202",36,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",133,1,999,1,"failure",-3.4,92.431,-26.9,0.74,5017.5,"no"
"222",43,"technician","married","unknown","unknown","no","no","telephone","may","mon",366,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"16034",31,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",72,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"10732",38,"admin.","married","university.degree","no","no","no","telephone","jun","tue",311,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"23184",50,"blue-collar","married","basic.4y","no","no","no","telephone","aug","tue",39,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"9698",32,"admin.","single","high.school","no","no","no","telephone","jun","mon",137,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"16369",21,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","wed",89,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4597",42,"services","married","high.school","unknown","yes","no","telephone","may","tue",226,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"5396",60,"retired","married","basic.4y","unknown","yes","no","telephone","may","fri",557,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"24729",50,"entrepreneur","married","university.degree","no","no","no","cellular","nov","mon",408,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"34696",26,"technician","single","professional.course","no","yes","no","cellular","may","thu",228,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"8455",45,"services","married","high.school","no","yes","no","telephone","jun","tue",118,7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"9426",34,"technician","married","university.degree","no","no","no","telephone","jun","fri",94,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"5174",50,"technician","married","professional.course","no","yes","no","telephone","may","fri",245,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"25813",47,"management","married","basic.4y","unknown","no","no","cellular","nov","wed",755,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1661",39,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"7440",32,"technician","single","university.degree","no","yes","no","telephone","may","fri",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"15878",40,"admin.","single","basic.9y","no","no","no","cellular","jul","mon",1089,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"34504",24,"management","single","university.degree","no","yes","no","telephone","may","thu",151,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"14581",56,"management","married","university.degree","no","yes","no","cellular","jul","tue",90,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"21497",47,"housemaid","married","basic.4y","unknown","no","yes","cellular","aug","tue",41,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"26329",31,"services","single","high.school","no","yes","no","cellular","nov","thu",45,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"11200",39,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",207,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"7945",34,"blue-collar","married","high.school","no","yes","no","telephone","jun","mon",562,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"32244",47,"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",87,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"25910",56,"management","married","university.degree","no","no","no","cellular","nov","wed",98,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"2140",30,"blue-collar","single","basic.9y","no","yes","yes","telephone","may","mon",163,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"950",45,"blue-collar","single","basic.6y","no","yes","no","telephone","may","wed",129,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"35111",23,"technician","single","professional.course","no","unknown","unknown","cellular","may","fri",14,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"35255",26,"services","married","high.school","no","yes","no","cellular","may","fri",140,9,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"15916",35,"services","divorced","high.school","unknown","yes","no","cellular","jul","mon",274,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"19699",44,"self-employed","married","university.degree","no","no","no","cellular","aug","thu",242,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"27659",50,"admin.","divorced","university.degree","no","yes","no","cellular","nov","fri",72,3,1,2,"success",-0.1,93.2,-42,4.021,5195.8,"no"
"14008",45,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","fri",636,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"39331",36,"blue-collar","divorced","high.school","no","no","no","cellular","mar","mon",96,2,999,1,"failure",-1.8,93.369,-34.8,0.639,5008.7,"no"
"10514",50,"admin.","married","high.school","no","no","no","telephone","jun","tue",442,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"14026",30,"admin.","married","university.degree","no","no","no","cellular","jul","fri",159,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"32235",31,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","fri",191,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"20512",35,"management","married","university.degree","no","yes","no","cellular","aug","tue",284,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"35479",36,"admin.","married","high.school","unknown","yes","yes","cellular","may","mon",264,1,10,1,"success",-1.8,92.893,-46.2,1.244,5099.1,"no"
"26902",39,"services","married","high.school","no","yes","no","cellular","nov","thu",116,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"38244",29,"unemployed","divorced","high.school","no","no","no","cellular","oct","mon",92,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.743,5017.5,"no"
"13343",29,"admin.","single","high.school","no","yes","no","cellular","jul","wed",360,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4937",31,"technician","married","high.school","no","yes","no","telephone","may","wed",69,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"13713",32,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"8824",52,"self-employed","married","basic.4y","unknown","no","no","telephone","jun","thu",60,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"1592",39,"services","single","high.school","no","no","no","telephone","may","fri",346,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"20423",48,"admin.","married","university.degree","no","no","no","cellular","aug","tue",80,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"31789",38,"blue-collar","single","basic.4y","no","no","yes","cellular","may","thu",213,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"25706",47,"technician","married","university.degree","no","no","no","cellular","nov","wed",258,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"3549",56,"technician","married","professional.course","no","no","yes","telephone","may","fri",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"17703",57,"admin.","married","university.degree","unknown","yes","yes","telephone","jul","tue",168,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"20070",47,"retired","married","basic.9y","unknown","no","yes","cellular","aug","mon",97,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"356",43,"unemployed","single","university.degree","no","no","no","telephone","may","mon",404,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"23235",38,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",35,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"22399",42,"services","married","high.school","unknown","yes","yes","cellular","aug","fri",41,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4264",35,"admin.","married","high.school","no","no","no","telephone","may","tue",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"31229",29,"admin.","single","high.school","no","unknown","unknown","cellular","may","wed",249,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"31762",33,"admin.","single","university.degree","no","yes","no","cellular","may","thu",332,4,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"8834",40,"entrepreneur","married","basic.9y","no","no","no","telephone","jun","thu",331,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"17924",45,"admin.","married","university.degree","no","no","no","cellular","jul","tue",114,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"24359",56,"management","married","professional.course","no","no","no","cellular","nov","mon",74,2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"9049",29,"blue-collar","married","high.school","no","no","no","telephone","jun","thu",718,13,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"27729",24,"services","single","unknown","no","no","no","cellular","mar","tue",103,1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"no"
"33138",29,"admin.","single","professional.course","no","yes","no","cellular","may","tue",200,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"9758",51,"services","single","high.school","unknown","no","no","telephone","jun","mon",329,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"21538",32,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",96,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"5794",41,"admin.","single","high.school","no","yes","no","telephone","may","mon",85,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5095",50,"admin.","divorced","basic.9y","no","no","no","telephone","may","fri",145,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"14983",32,"admin.","single","high.school","no","yes","no","telephone","jul","thu",209,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"38941",65,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",142,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.718,5017.5,"no"
"3914",34,"management","married","high.school","no","no","no","telephone","may","mon",221,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3123",35,"technician","single","professional.course","no","yes","yes","telephone","may","thu",150,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"29536",57,"management","divorced","university.degree","unknown","no","no","cellular","apr","mon",322,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"34833",30,"admin.","single","high.school","no","yes","no","cellular","may","fri",195,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8952",60,"retired","married","professional.course","no","yes","no","telephone","jun","thu",190,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"23716",36,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",45,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"1498",39,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",193,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"7247",50,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",18,16,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"37292",35,"admin.","married","high.school","no","no","no","cellular","aug","mon",155,1,4,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"no"
"18561",33,"admin.","divorced","high.school","no","no","yes","cellular","jul","thu",83,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"28738",33,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","apr","thu",129,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"3444",31,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","thu",475,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"28795",53,"management","married","high.school","no","yes","no","cellular","apr","thu",280,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"2677",36,"admin.","married","high.school","no","no","no","telephone","may","wed",97,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"34135",40,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","wed",777,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"31219",38,"admin.","married","basic.9y","no","yes","no","cellular","may","wed",472,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"14296",28,"admin.","married","university.degree","no","no","no","cellular","jul","mon",140,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"12181",41,"blue-collar","married","unknown","no","no","no","telephone","jul","tue",529,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
"26346",44,"management","married","university.degree","no","no","no","cellular","nov","thu",277,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"25227",54,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","tue",355,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"22081",34,"admin.","married","university.degree","no","no","no","cellular","aug","wed",126,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"26673",34,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",223,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"15002",30,"admin.","married","basic.6y","no","yes","no","cellular","jul","thu",397,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"92",57,"unknown","married","unknown","unknown","yes","no","telephone","may","mon",48,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"38151",55,"unemployed","married","university.degree","no","yes","yes","cellular","sep","wed",585,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.753,5017.5,"no"
"31356",33,"admin.","married","high.school","no","yes","no","telephone","may","wed",48,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"26832",33,"services","married","high.school","unknown","no","no","cellular","nov","thu",130,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"17169",50,"technician","married","university.degree","no","no","no","cellular","jul","fri",146,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"34480",47,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",391,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"15617",33,"blue-collar","married","unknown","no","yes","no","cellular","jul","mon",43,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
